#
#
# US Geological Survey, Water Resources Data
# retrieved: 2019-01-29 11:35:02 EST      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 04045500 TAHQUAMENON RIVER NEAR PARADISE, MI
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		70273	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	04045500	00060	70273	1995	11	1363
USGS	04045500	00060	70273	1995	12	525.8
USGS	04045500	00060	70273	1996	1	716.5
USGS	04045500	00060	70273	1996	2	690.2
USGS	04045500	00060	70273	1996	3	606.9
USGS	04045500	00060	70273	1996	4	2301
USGS	04045500	00060	70273	1996	5	2932
USGS	04045500	00060	70273	1996	6	534.8
USGS	04045500	00060	70273	1996	7	849.9
USGS	04045500	00060	70273	1996	8	1006
USGS	04045500	00060	70273	1996	9	632.2
USGS	04045500	00060	70273	1996	10	1293
USGS	04045500	00060	70273	1996	11	1399
USGS	04045500	00060	70273	1996	12	858.5
USGS	04045500	00060	70273	1997	1	657.4
USGS	04045500	00060	70273	1997	2	655.4
USGS	04045500	00060	70273	1997	3	575.7
USGS	04045500	00060	70273	1997	4	2849
USGS	04045500	00060	70273	1997	5	2145
USGS	04045500	00060	70273	1997	6	537.5
USGS	04045500	00060	70273	1997	7	424.4
USGS	04045500	00060	70273	1997	8	244.9
USGS	04045500	00060	70273	1997	9	372.0
USGS	04045500	00060	70273	1997	10	383.2
USGS	04045500	00060	70273	1997	11	610.9
USGS	04045500	00060	70273	1997	12	561.7
USGS	04045500	00060	70273	1998	1	416.0
USGS	04045500	00060	70273	1998	2	658.0
USGS	04045500	00060	70273	1998	3	898.9
USGS	04045500	00060	70273	1998	4	2192
USGS	04045500	00060	70273	1998	5	322.8
USGS	04045500	00060	70273	1998	6	463.3
USGS	04045500	00060	70273	1998	7	226.5
USGS	04045500	00060	70273	1998	8	226.7
USGS	04045500	00060	70273	1998	9	286.4
USGS	04045500	00060	70273	1998	10	439.3
USGS	04045500	00060	70273	1998	11	712.4
USGS	04045500	00060	70273	1998	12	670.6
USGS	04045500	00060	70273	1999	1	386.9
USGS	04045500	00060	70273	1999	2	893.9
USGS	04045500	00060	70273	1999	3	849.5
USGS	04045500	00060	70273	1999	4	2558
USGS	04045500	00060	70273	1999	5	484.8
USGS	04045500	00060	70273	1999	6	489.8
USGS	04045500	00060	70273	1999	7	412.1
USGS	04045500	00060	70273	1999	8	343.2
USGS	04045500	00060	70273	1999	9	279.6
USGS	04045500	00060	70273	1999	10	836.7
USGS	04045500	00060	70273	1999	11	588.7
USGS	04045500	00060	70273	1999	12	507.9
USGS	04045500	00060	70273	2000	1	401.7
USGS	04045500	00060	70273	2000	2	475.7
USGS	04045500	00060	70273	2000	3	2517
USGS	04045500	00060	70273	2000	4	1259
USGS	04045500	00060	70273	2000	5	357.8
USGS	04045500	00060	70273	2000	6	345.2
USGS	04045500	00060	70273	2000	7	263.9
USGS	04045500	00060	70273	2000	8	166.9
USGS	04045500	00060	70273	2000	9	220.1
USGS	04045500	00060	70273	2000	10	284.1
USGS	04045500	00060	70273	2000	11	372.6
USGS	04045500	00060	70273	2000	12	316.8
USGS	04045500	00060	70273	2001	1	312.5
USGS	04045500	00060	70273	2001	2	365.6
USGS	04045500	00060	70273	2001	3	555.1
USGS	04045500	00060	70273	2001	4	3372
USGS	04045500	00060	70273	2001	5	1332
USGS	04045500	00060	70273	2001	6	569.3
USGS	04045500	00060	70273	2001	7	256.5
USGS	04045500	00060	70273	2001	8	354.0
USGS	04045500	00060	70273	2001	9	704.3
USGS	04045500	00060	70273	2001	10	1792
USGS	04045500	00060	70273	2001	11	1373
USGS	04045500	00060	70273	2001	12	1541
USGS	04045500	00060	70273	2002	1	588.7
USGS	04045500	00060	70273	2002	2	490.6
USGS	04045500	00060	70273	2002	3	987.5
USGS	04045500	00060	70273	2002	4	3516
USGS	04045500	00060	70273	2002	5	2443
USGS	04045500	00060	70273	2002	6	929.5
USGS	04045500	00060	70273	2002	7	361.6
USGS	04045500	00060	70273	2002	8	511.1
USGS	04045500	00060	70273	2002	9	277.9
USGS	04045500	00060	70273	2002	10	878.9
USGS	04045500	00060	70273	2002	11	640.8
USGS	04045500	00060	70273	2002	12	492.9
USGS	04045500	00060	70273	2003	1	386.1
USGS	04045500	00060	70273	2003	2	382.9
USGS	04045500	00060	70273	2003	3	724.3
USGS	04045500	00060	70273	2003	4	3134
USGS	04045500	00060	70273	2003	5	1586
USGS	04045500	00060	70273	2003	6	418.6
USGS	04045500	00060	70273	2003	7	309.5
USGS	04045500	00060	70273	2003	8	303.5
USGS	04045500	00060	70273	2003	9	309.3
USGS	04045500	00060	70273	2003	10	494.5
USGS	04045500	00060	70273	2003	11	1003
USGS	04045500	00060	70273	2003	12	676.7
USGS	04045500	00060	70273	2004	1	530.1
USGS	04045500	00060	70273	2004	2	388.6
USGS	04045500	00060	70273	2004	3	836.4
USGS	04045500	00060	70273	2004	4	3196
USGS	04045500	00060	70273	2004	5	1602
USGS	04045500	00060	70273	2004	6	1056
USGS	04045500	00060	70273	2004	7	466.4
USGS	04045500	00060	70273	2004	8	275.6
USGS	04045500	00060	70273	2004	9	322.2
USGS	04045500	00060	70273	2004	10	862.9
USGS	04045500	00060	70273	2004	11	1329
USGS	04045500	00060	70273	2004	12	945.6
USGS	04045500	00060	70273	2005	1	794.0
USGS	04045500	00060	70273	2005	2	526.0
USGS	04045500	00060	70273	2005	3	442.0
USGS	04045500	00060	70273	2005	4	2649
USGS	04045500	00060	70273	2005	5	857.2
USGS	04045500	00060	70273	2005	6	299.9
USGS	04045500	00060	70273	2005	7	183.0
USGS	04045500	00060	70273	2005	8	248.8
USGS	04045500	00060	70273	2005	9	282.5
USGS	04045500	00060	70273	2005	10	602.5
USGS	04045500	00060	70273	2005	11	1120
USGS	04045500	00060	70273	2005	12	799.3
USGS	04045500	00060	70273	2006	1	535.7
USGS	04045500	00060	70273	2006	2	509.5
USGS	04045500	00060	70273	2006	3	874.8
USGS	04045500	00060	70273	2006	4	2581
USGS	04045500	00060	70273	2006	5	690.5
USGS	04045500	00060	70273	2006	6	270.9
USGS	04045500	00060	70273	2006	7	210.6
USGS	04045500	00060	70273	2006	8	255.4
USGS	04045500	00060	70273	2006	9	278.5
USGS	04045500	00060	70273	2006	10	772.8
USGS	04045500	00060	70273	2006	11	775.2
USGS	04045500	00060	70273	2006	12	1127
USGS	04045500	00060	70273	2007	1	815.5
USGS	04045500	00060	70273	2007	2	362.4
USGS	04045500	00060	70273	2007	3	942.5
USGS	04045500	00060	70273	2007	4	2480
USGS	04045500	00060	70273	2007	5	556.6
USGS	04045500	00060	70273	2007	6	239.8
USGS	04045500	00060	70273	2007	7	178.2
USGS	04045500	00060	70273	2007	8	145.4
USGS	04045500	00060	70273	2007	9	372.4
USGS	04045500	00060	70273	2007	10	947.2
USGS	04045500	00060	70273	2007	11	887.4
USGS	04045500	00060	70273	2007	12	587.7
USGS	04045500	00060	70273	2008	1	1088
USGS	04045500	00060	70273	2008	2	554.0
USGS	04045500	00060	70273	2008	3	510.2
USGS	04045500	00060	70273	2008	4	3779
USGS	04045500	00060	70273	2008	5	1641
USGS	04045500	00060	70273	2008	6	662.1
USGS	04045500	00060	70273	2008	7	699.3
USGS	04045500	00060	70273	2008	8	294.7
USGS	04045500	00060	70273	2008	9	269.7
USGS	04045500	00060	70273	2008	10	336.9
USGS	04045500	00060	70273	2008	11	608.5
USGS	04045500	00060	70273	2008	12	684.7
USGS	04045500	00060	70273	2009	1	735.1
USGS	04045500	00060	70273	2009	2	502.7
USGS	04045500	00060	70273	2009	3	803.5
USGS	04045500	00060	70273	2009	4	2298
USGS	04045500	00060	70273	2009	5	1384
USGS	04045500	00060	70273	2009	6	551.6
USGS	04045500	00060	70273	2009	7	392.0
USGS	04045500	00060	70273	2009	8	468.4
USGS	04045500	00060	70273	2009	9	312.7
USGS	04045500	00060	70273	2009	10	861.2
USGS	04045500	00060	70273	2009	11	1122
USGS	04045500	00060	70273	2009	12	586.6
USGS	04045500	00060	70273	2010	1	511.0
USGS	04045500	00060	70273	2010	2	424.7
USGS	04045500	00060	70273	2010	3	1188
USGS	04045500	00060	70273	2010	4	719.7
USGS	04045500	00060	70273	2010	5	366.3
USGS	04045500	00060	70273	2010	6	1027
USGS	04045500	00060	70273	2010	7	561.5
USGS	04045500	00060	70273	2010	8	340.3
USGS	04045500	00060	70273	2010	9	1204
USGS	04045500	00060	70273	2010	10	1104
USGS	04045500	00060	70273	2010	11	968.6
USGS	04045500	00060	70273	2010	12	807.5
USGS	04045500	00060	70273	2011	1	477.1
USGS	04045500	00060	70273	2011	2	371.4
USGS	04045500	00060	70273	2011	3	522.6
USGS	04045500	00060	70273	2011	4	2483
USGS	04045500	00060	70273	2011	5	1735
USGS	04045500	00060	70273	2011	6	682.8
USGS	04045500	00060	70273	2011	7	428.9
USGS	04045500	00060	70273	2011	8	236.9
USGS	04045500	00060	70273	2011	9	245.9
USGS	04045500	00060	70273	2011	10	776.2
USGS	04045500	00060	70273	2011	11	1003
USGS	04045500	00060	70273	2011	12	829.9
USGS	04045500	00060	70273	2012	1	474.1
USGS	04045500	00060	70273	2012	2	434.2
USGS	04045500	00060	70273	2012	3	1558
USGS	04045500	00060	70273	2012	4	660.7
USGS	04045500	00060	70273	2012	5	272.5
USGS	04045500	00060	70273	2012	6	562.7
USGS	04045500	00060	70273	2012	7	271.9
USGS	04045500	00060	70273	2012	8	252.4
USGS	04045500	00060	70273	2012	9	324.0
USGS	04045500	00060	70273	2012	10	906.2
USGS	04045500	00060	70273	2012	11	842.3
USGS	04045500	00060	70273	2012	12	840.0
USGS	04045500	00060	70273	2013	1	504.1
USGS	04045500	00060	70273	2013	2	571.3
USGS	04045500	00060	70273	2013	3	712.5
USGS	04045500	00060	70273	2013	4	1968
USGS	04045500	00060	70273	2013	5	2679
USGS	04045500	00060	70273	2013	6	558.6
USGS	04045500	00060	70273	2013	7	565.8
USGS	04045500	00060	70273	2013	8	796.9
USGS	04045500	00060	70273	2013	9	920.2
USGS	04045500	00060	70273	2013	10	795.7
USGS	04045500	00060	70273	2013	11	2198
USGS	04045500	00060	70273	2013	12	773.6
USGS	04045500	00060	70273	2014	1	476.7
USGS	04045500	00060	70273	2014	2	429.5
USGS	04045500	00060	70273	2014	3	399.5
USGS	04045500	00060	70273	2014	4	2172
USGS	04045500	00060	70273	2014	5	4135
USGS	04045500	00060	70273	2014	6	476.6
USGS	04045500	00060	70273	2014	7	367.4
USGS	04045500	00060	70273	2014	8	297.1
USGS	04045500	00060	70273	2014	9	564.3
USGS	04045500	00060	70273	2014	10	1605
USGS	04045500	00060	70273	2014	11	1217
USGS	04045500	00060	70273	2014	12	1238
USGS	04045500	00060	70273	2015	1	579.4
USGS	04045500	00060	70273	2015	2	422.9
USGS	04045500	00060	70273	2015	3	465.8
USGS	04045500	00060	70273	2015	4	2684
USGS	04045500	00060	70273	2015	5	1550
USGS	04045500	00060	70273	2015	6	726.4
USGS	04045500	00060	70273	2015	7	301.9
USGS	04045500	00060	70273	2015	8	225.8
USGS	04045500	00060	70273	2015	9	296.0
USGS	04045500	00060	70273	2015	10	407.3
USGS	04045500	00060	70273	2015	11	1107
USGS	04045500	00060	70273	2015	12	1616
USGS	04045500	00060	70273	2016	1	718.8
USGS	04045500	00060	70273	2016	2	541.6
USGS	04045500	00060	70273	2016	3	1831
USGS	04045500	00060	70273	2016	4	1826
USGS	04045500	00060	70273	2016	5	770.7
USGS	04045500	00060	70273	2016	6	433.6
USGS	04045500	00060	70273	2016	7	331.5
USGS	04045500	00060	70273	2016	8	384.3
USGS	04045500	00060	70273	2016	9	1138
USGS	04045500	00060	70273	2016	10	1184
USGS	04045500	00060	70273	2016	11	705.0
USGS	04045500	00060	70273	2016	12	885.0
USGS	04045500	00060	70273	2017	1	601.9
USGS	04045500	00060	70273	2017	2	792.4
USGS	04045500	00060	70273	2017	3	1495
USGS	04045500	00060	70273	2017	4	2775
USGS	04045500	00060	70273	2017	5	933.4
USGS	04045500	00060	70273	2017	6	1041
USGS	04045500	00060	70273	2017	7	1338
USGS	04045500	00060	70273	2017	8	1085
USGS	04045500	00060	70273	2017	9	466.4
USGS	04045500	00060	70273	2017	10	1203
